id_funcional,nome_completo,cpf,vencimento_reciclagem,certificacoes,soft_skills,perfil_comportamental,nota_performance,cep_base,escala_atual,ultimo_posto
VIG-10291,Srta. Alícia Novaes,560.***.***-34,2026-09-09,"Segurança Pessoal (VSPP), Vigilância Patrimonial","Liderança de Equipe, Empatia, Pontualidade Extrema, Inteligência Emocional, Discrição","Focado e observador, antecipa riscos no perímetro.",7.2,01310-100,12x36 Dia,Porto Marques Ltda. - Unidade 10
VIG-10292,Thomas Pimenta,483.***.***-50,2026-01-03,"Transporte de Valores, Escolta Armada","Atenção Concentrada, Comunicação Assertiva, Liderança de Equipe, Inteligência Emocional, Trabalho sob Pressão, Discrição",Demonstra facilidade em lidar com público diverso.,7.2,02011-000,12x36 Dia,Casa Grande - Unidade 3
VIG-10293,Larissa Câmara,231.***.***-40,2025-11-25,"Grandes Eventos, Transporte de Valores","Liderança de Equipe, Trabalho sob Pressão",Profissional muito elogiado pelo cliente.,9.7,08410-000,5x2 Comercial,da Rosa S/A - Unidade 2
VIG-10294,Caroline Vasconcelos,061.***.***-85,2027-05-16,"Monitoramento de CFTV, Escolta Armada","Atenção Concentrada, Trabalho sob Pressão","Focado e observador, antecipa riscos no perímetro.",7.1,02011-000,5x2 Comercial,da Cruz - Unidade 8
VIG-10295,Isadora Aparecida,017.***.***-23,2026-02-20,Grandes Eventos,"Comunicação Assertiva, Resolução de Conflitos, Atenção Concentrada, Empatia, Inteligência Emocional",Possui postura exemplar e uniforme sempre impecável.,8.1,01013-001,12x36 Noite,Campos - Unidade 7
VIG-10296,Dra. Camila Costela,794.***.***-39,2025-12-19,Vigilância Patrimonial,"Inteligência Emocional, Liderança de Equipe, Comunicação Assertiva","Focado e observador, antecipa riscos no perímetro.",7.1,02011-000,12x36 Dia,Marques S/A - Unidade 8
VIG-10297,Sr. Pedro Montenegro,387.***.***-44,2027-03-02,"Escolta Armada, Grandes Eventos","Comunicação Assertiva, Liderança de Equipe, Pontualidade Extrema",Profissional muito elogiado pelo cliente.,8.1,04794-000,12x36 Dia,Pinto - Unidade 7
VIG-10298,João Miguel Pires,075.***.***-20,2026-09-22,"Escolta Armada, Monitoramento de CFTV","Pontualidade Extrema, Empatia, Proatividade",Profissional muito elogiado pelo cliente.,7.6,04801-010,12x36 Dia,Fogaça S.A. - Unidade 9
VIG-10299,Sra. Luna Correia,249.***.***-52,2026-04-21,Transporte de Valores,"Trabalho sob Pressão, Proatividade, Discrição, Inteligência Emocional",Profissional muito elogiado pelo cliente.,7.2,08410-000,5x2 Comercial,Aparecida Casa Grande e Filhos - Unidade 2
VIG-10300,Pedro Fonseca,063.***.***-12,2027-03-25,"Monitoramento de CFTV, Transporte de Valores, Vigilância Patrimonial","Atenção Concentrada, Discrição, Inteligência Emocional, Comunicação Assertiva",Excelente pontualidade e assiduidade.,7.8,02011-000,12x36 Dia,Moura - Unidade 7
VIG-10301,Carolina Freitas,390.***.***-57,2026-10-30,"Vigilância Patrimonial, Grandes Eventos","Discrição, Inteligência Emocional","Focado e observador, antecipa riscos no perímetro.",6.5,02011-000,12x36 Dia,Cavalcante Mendonça Ltda. - Unidade 4
VIG-10302,Pedro Brito,907.***.***-79,2027-08-31,Transporte de Valores,"Empatia, Proatividade, Liderança de Equipe, Resolução de Conflitos, Trabalho sob Pressão, Comunicação Assertiva",Demonstra facilidade em lidar com público diverso.,7.3,01001-000,12x36 Noite,Fogaça - Unidade 3
VIG-10303,Clara Cassiano,283.***.***-79,2026-08-26,"Transporte de Valores, Grandes Eventos","Trabalho sob Pressão, Proatividade, Empatia, Inteligência Emocional, Atenção Concentrada, Pontualidade Extrema",Excelente pontualidade e assiduidade.,6.6,01013-001,12x36 Noite,Lima - Unidade 2
VIG-10304,Sr. Luiz Henrique Lima,175.***.***-80,2025-08-27,"Grandes Eventos, Segurança Pessoal (VSPP), Monitoramento de CFTV","Pontualidade Extrema, Inteligência Emocional, Liderança de Equipe",Possui postura exemplar e uniforme sempre impecável.,8.6,01202-001,12x36 Dia,Sousa e Filhos - Unidade 2
VIG-10305,Maria Laura Gomes,427.***.***-87,2027-06-18,"Grandes Eventos, Monitoramento de CFTV","Empatia, Discrição, Trabalho sob Pressão, Liderança de Equipe","Focado e observador, antecipa riscos no perímetro.",6.5,01013-001,5x2 Comercial,Leão - Unidade 7
VIG-10306,Brenda das Neves,895.***.***-94,2027-08-02,Grandes Eventos,"Perfil Analítico, Pontualidade Extrema, Liderança de Equipe, Discrição, Trabalho sob Pressão",Demonstra facilidade em lidar com público diverso.,9.9,01013-001,5x2 Comercial,Costela - Unidade 9
VIG-10307,Anna Liz Souza,215.***.***-49,2027-07-30,"Grandes Eventos, Segurança Pessoal (VSPP), Transporte de Valores","Perfil Analítico, Proatividade, Liderança de Equipe, Resolução de Conflitos, Comunicação Assertiva, Trabalho sob Pressão",Possui postura exemplar e uniforme sempre impecável.,8.2,04794-000,12x36 Dia,Macedo - Unidade 6
VIG-10308,Ísis Rezende,948.***.***-60,2026-05-11,"Escolta Armada, Monitoramento de CFTV, Segurança Pessoal (VSPP)","Comunicação Assertiva, Liderança de Equipe, Discrição, Proatividade, Inteligência Emocional, Resolução de Conflitos",Demonstra facilidade em lidar com público diverso.,8.4,01415-000,12x36 Dia,Aparecida Mendes - ME - Unidade 1
VIG-10309,Lorenzo Moraes,103.***.***-10,2026-05-18,"Transporte de Valores, Escolta Armada","Trabalho sob Pressão, Perfil Analítico","Focado e observador, antecipa riscos no perímetro.",7.4,05407-002,5x2 Comercial,Alves Santos Ltda. - Unidade 4
VIG-10310,Isaque Sá,742.***.***-43,2026-04-25,"Escolta Armada, Segurança Pessoal (VSPP), Monitoramento de CFTV","Discrição, Trabalho sob Pressão","Focado e observador, antecipa riscos no perímetro.",7.6,04801-010,5x2 Comercial,da Rosa - EI - Unidade 9
VIG-10311,Isaque da Rocha,163.***.***-39,2026-10-23,Transporte de Valores,"Discrição, Resolução de Conflitos, Comunicação Assertiva, Pontualidade Extrema, Empatia","Focado e observador, antecipa riscos no perímetro.",7.7,01013-001,5x2 Comercial,Fogaça S.A. - Unidade 4
VIG-10312,Yan Peixoto,708.***.***-13,2026-01-05,"Vigilância Patrimonial, Transporte de Valores, Grandes Eventos","Liderança de Equipe, Empatia",Excelente pontualidade e assiduidade.,9.1,04801-010,12x36 Noite,Porto - Unidade 4
VIG-10313,Ana Freitas,196.***.***-06,2028-02-24,"Grandes Eventos, Transporte de Valores, Segurança Pessoal (VSPP)","Trabalho sob Pressão, Perfil Analítico, Proatividade, Atenção Concentrada, Inteligência Emocional, Comunicação Assertiva",Profissional muito elogiado pelo cliente.,8.5,01001-000,12x36 Noite,Marques - Unidade 5
VIG-10314,Eloah Rodrigues,217.***.***-69,2027-03-03,"Transporte de Valores, Vigilância Patrimonial, Grandes Eventos","Comunicação Assertiva, Pontualidade Extrema, Discrição, Perfil Analítico, Liderança de Equipe","Focado e observador, antecipa riscos no perímetro.",6.6,02011-000,5x2 Comercial,Caldeira Ltda. - Unidade 1
VIG-10315,Mateus Cunha,261.***.***-26,2025-09-12,"Segurança Pessoal (VSPP), Grandes Eventos, Monitoramento de CFTV","Trabalho sob Pressão, Resolução de Conflitos, Liderança de Equipe, Proatividade",Possui postura exemplar e uniforme sempre impecável.,9.5,04801-010,12x36 Dia,Câmara Montenegro - EI - Unidade 6
VIG-10316,João Pedro da Rosa,735.***.***-68,2027-03-16,"Transporte de Valores, Vigilância Patrimonial, Segurança Pessoal (VSPP)","Inteligência Emocional, Atenção Concentrada, Perfil Analítico",Demonstra facilidade em lidar com público diverso.,9.7,04801-010,5x2 Comercial,da Mota - Unidade 9
VIG-10317,Srta. Milena Abreu,653.***.***-75,2026-04-07,"Transporte de Valores, Vigilância Patrimonial","Empatia, Inteligência Emocional, Proatividade, Perfil Analítico",Possui postura exemplar e uniforme sempre impecável.,7.8,02011-000,5x2 Comercial,Santos da Cruz - EI - Unidade 4
VIG-10318,Erick Ferreira,819.***.***-60,2027-07-25,Vigilância Patrimonial,"Resolução de Conflitos, Perfil Analítico",Excelente pontualidade e assiduidade.,7.6,08410-000,5x2 Comercial,Costela - Unidade 5
VIG-10319,Lunna Cunha,985.***.***-37,2027-04-15,Grandes Eventos,"Liderança de Equipe, Comunicação Assertiva, Atenção Concentrada, Discrição, Pontualidade Extrema",Profissional muito elogiado pelo cliente.,9.3,04801-010,12x36 Dia,da Conceição - Unidade 9
VIG-10320,Lucas Gabriel Silveira,205.***.***-83,2026-02-16,"Monitoramento de CFTV, Escolta Armada, Segurança Pessoal (VSPP)","Proatividade, Discrição, Perfil Analítico",Excelente pontualidade e assiduidade.,6.5,01013-001,5x2 Comercial,Pires da Cunha e Filhos - Unidade 4
VIG-10321,Ravi Lucca Moura,186.***.***-77,2025-05-14,"Monitoramento de CFTV, Vigilância Patrimonial","Inteligência Emocional, Liderança de Equipe, Perfil Analítico, Empatia, Atenção Concentrada, Comunicação Assertiva",Possui postura exemplar e uniforme sempre impecável.,9.1,08410-000,12x36 Dia,Melo - Unidade 6
VIG-10322,André Novais,791.***.***-13,2027-05-13,"Transporte de Valores, Vigilância Patrimonial, Monitoramento de CFTV","Trabalho sob Pressão, Atenção Concentrada, Empatia, Proatividade, Resolução de Conflitos, Liderança de Equipe",Demonstra facilidade em lidar com público diverso.,6.7,04801-010,5x2 Comercial,Porto - Unidade 5
VIG-10323,Benjamin Leão,947.***.***-87,2025-11-08,"Transporte de Valores, Segurança Pessoal (VSPP)","Pontualidade Extrema, Resolução de Conflitos, Discrição, Comunicação Assertiva",Demonstra facilidade em lidar com público diverso.,8.4,08410-000,12x36 Dia,Cardoso - Unidade 10
VIG-10324,Ester Cavalcante,502.***.***-07,2028-02-11,"Escolta Armada, Segurança Pessoal (VSPP)","Resolução de Conflitos, Inteligência Emocional, Pontualidade Extrema, Perfil Analítico",Demonstra facilidade em lidar com público diverso.,8.0,05407-002,5x2 Comercial,Correia - Unidade 5
VIG-10325,Cecilia Araújo,316.***.***-10,2026-11-21,Transporte de Valores,"Perfil Analítico, Inteligência Emocional, Discrição, Proatividade, Trabalho sob Pressão, Pontualidade Extrema",Profissional muito elogiado pelo cliente.,7.3,04801-010,5x2 Comercial,Correia - Unidade 3
VIG-10326,Dr. Enzo Cardoso,253.***.***-40,2026-01-24,"Grandes Eventos, Monitoramento de CFTV, Segurança Pessoal (VSPP)","Inteligência Emocional, Proatividade, Empatia, Resolução de Conflitos","Focado e observador, antecipa riscos no perímetro.",7.8,02011-000,12x36 Noite,Moraes - ME - Unidade 1
VIG-10327,Luna Vargas,583.***.***-55,2026-11-28,Monitoramento de CFTV,"Discrição, Inteligência Emocional",Possui postura exemplar e uniforme sempre impecável.,7.2,01013-001,12x36 Dia,Pereira Aparecida e Filhos - Unidade 5
VIG-10328,Diego Cunha,174.***.***-41,2026-11-20,Grandes Eventos,"Liderança de Equipe, Proatividade, Perfil Analítico, Empatia",Excelente pontualidade e assiduidade.,8.3,05407-002,5x2 Comercial,Macedo - EI - Unidade 3
VIG-10329,Ana Barbosa,982.***.***-50,2027-02-19,"Monitoramento de CFTV, Grandes Eventos, Vigilância Patrimonial","Liderança de Equipe, Perfil Analítico",Excelente pontualidade e assiduidade.,9.4,01013-001,12x36 Noite,Cassiano S.A. - Unidade 10
VIG-10330,Sra. Evelyn Moreira,923.***.***-41,2026-11-23,"Escolta Armada, Grandes Eventos, Monitoramento de CFTV","Comunicação Assertiva, Inteligência Emocional, Empatia, Atenção Concentrada, Perfil Analítico",Demonstra facilidade em lidar com público diverso.,7.2,01013-001,12x36 Noite,das Neves - Unidade 8
VIG-10331,Hadassa Abreu,524.***.***-07,2025-07-30,Vigilância Patrimonial,"Empatia, Inteligência Emocional, Resolução de Conflitos, Comunicação Assertiva","Focado e observador, antecipa riscos no perímetro.",7.6,02011-000,12x36 Noite,Oliveira e Filhos - Unidade 5
VIG-10332,Carlos Eduardo Gonçalves,907.***.***-78,2027-06-22,"Segurança Pessoal (VSPP), Vigilância Patrimonial","Pontualidade Extrema, Discrição, Empatia, Liderança de Equipe","Focado e observador, antecipa riscos no perímetro.",9.5,01310-100,5x2 Comercial,Vargas S/A - Unidade 3
VIG-10333,Olívia Rocha,764.***.***-09,2025-05-20,"Transporte de Valores, Escolta Armada, Grandes Eventos","Comunicação Assertiva, Pontualidade Extrema",Possui postura exemplar e uniforme sempre impecável.,6.6,01001-000,12x36 Dia,Cardoso - Unidade 6
VIG-10334,Nicole Fogaça,652.***.***-19,2027-08-10,"Vigilância Patrimonial, Escolta Armada, Segurança Pessoal (VSPP)","Discrição, Perfil Analítico, Liderança de Equipe, Empatia",Excelente pontualidade e assiduidade.,9.2,01310-100,12x36 Dia,Farias - Unidade 5
VIG-10335,Laura Brito,890.***.***-11,2028-03-10,"Monitoramento de CFTV, Escolta Armada, Vigilância Patrimonial","Discrição, Atenção Concentrada","Focado e observador, antecipa riscos no perímetro.",8.7,02011-000,12x36 Dia,Montenegro Silva - ME - Unidade 7
VIG-10336,Maria Isis Fernandes,769.***.***-46,2025-04-26,"Segurança Pessoal (VSPP), Vigilância Patrimonial","Empatia, Resolução de Conflitos",Excelente pontualidade e assiduidade.,7.8,01310-100,5x2 Comercial,Monteiro Novaes S.A. - Unidade 5
VIG-10337,Sra. Stella Gonçalves,314.***.***-89,2026-05-27,"Transporte de Valores, Monitoramento de CFTV, Vigilância Patrimonial","Perfil Analítico, Discrição, Inteligência Emocional, Atenção Concentrada",Excelente pontualidade e assiduidade.,6.5,01001-000,12x36 Noite,Sá - Unidade 5
VIG-10338,Vitor Hugo Ramos,693.***.***-10,2026-10-14,Segurança Pessoal (VSPP),"Pontualidade Extrema, Trabalho sob Pressão, Discrição, Resolução de Conflitos, Comunicação Assertiva, Inteligência Emocional",Excelente pontualidade e assiduidade.,6.6,05407-002,12x36 Noite,Moraes - Unidade 6
VIG-10339,Otto Alves,439.***.***-16,2027-04-29,Vigilância Patrimonial,"Empatia, Liderança de Equipe, Discrição, Proatividade","Focado e observador, antecipa riscos no perímetro.",8.8,04794-000,5x2 Comercial,Pimenta - Unidade 4
VIG-10340,Yuri Rodrigues,701.***.***-48,2026-05-26,Transporte de Valores,"Trabalho sob Pressão, Liderança de Equipe, Discrição, Empatia, Comunicação Assertiva","Focado e observador, antecipa riscos no perímetro.",9.6,04794-000,12x36 Dia,Monteiro Fernandes Ltda. - Unidade 8
VIG-10341,Zoe Dias,429.***.***-28,2025-07-22,"Transporte de Valores, Segurança Pessoal (VSPP), Vigilância Patrimonial","Inteligência Emocional, Atenção Concentrada, Proatividade, Comunicação Assertiva",Demonstra facilidade em lidar com público diverso.,7.5,01013-001,5x2 Comercial,Azevedo - Unidade 4
VIG-10342,Sarah Caldeira,395.***.***-29,2025-04-16,"Transporte de Valores, Segurança Pessoal (VSPP), Monitoramento de CFTV","Discrição, Empatia",Profissional muito elogiado pelo cliente.,7.3,01310-100,5x2 Comercial,Macedo - Unidade 6
VIG-10343,Maria Julia Machado,354.***.***-09,2026-10-31,"Transporte de Valores, Segurança Pessoal (VSPP), Monitoramento de CFTV","Perfil Analítico, Pontualidade Extrema",Possui postura exemplar e uniforme sempre impecável.,6.6,01310-100,12x36 Noite,Ribeiro - Unidade 5
VIG-10344,Sophie Pacheco,680.***.***-74,2026-03-18,Transporte de Valores,"Liderança de Equipe, Pontualidade Extrema, Comunicação Assertiva, Empatia",Excelente pontualidade e assiduidade.,9.3,01001-000,5x2 Comercial,Fernandes - Unidade 2
VIG-10345,Rebeca Moraes,348.***.***-15,2025-12-30,"Segurança Pessoal (VSPP), Monitoramento de CFTV","Perfil Analítico, Empatia, Pontualidade Extrema, Trabalho sob Pressão, Liderança de Equipe",Excelente pontualidade e assiduidade.,7.4,01415-000,5x2 Comercial,Fogaça - Unidade 5
VIG-10346,Sr. Ian Fonseca,987.***.***-96,2025-08-16,Vigilância Patrimonial,"Inteligência Emocional, Perfil Analítico, Resolução de Conflitos, Discrição","Focado e observador, antecipa riscos no perímetro.",9.2,01013-001,5x2 Comercial,Almeida e Filhos - Unidade 10
VIG-10347,Ester Abreu,421.***.***-61,2026-04-27,"Monitoramento de CFTV, Transporte de Valores","Resolução de Conflitos, Inteligência Emocional, Empatia, Atenção Concentrada",Demonstra facilidade em lidar com público diverso.,7.1,01013-001,12x36 Dia,Moraes e Filhos - Unidade 9
VIG-10348,Mariana Costela,397.***.***-00,2025-06-06,Vigilância Patrimonial,"Proatividade, Comunicação Assertiva, Trabalho sob Pressão, Pontualidade Extrema, Atenção Concentrada, Resolução de Conflitos",Possui postura exemplar e uniforme sempre impecável.,6.6,05407-002,12x36 Noite,Pereira - Unidade 4
VIG-10349,Melina Duarte,510.***.***-70,2027-06-09,"Segurança Pessoal (VSPP), Monitoramento de CFTV","Inteligência Emocional, Atenção Concentrada","Focado e observador, antecipa riscos no perímetro.",7.3,05407-002,12x36 Noite,Viana - Unidade 2
VIG-10350,Sra. Júlia Lopes,786.***.***-87,2027-01-14,Transporte de Valores,"Proatividade, Resolução de Conflitos, Discrição, Pontualidade Extrema, Liderança de Equipe","Focado e observador, antecipa riscos no perímetro.",8.1,04794-000,5x2 Comercial,Vargas - Unidade 5
VIG-10351,Pedro das Neves,214.***.***-58,2025-09-12,Grandes Eventos,"Pontualidade Extrema, Resolução de Conflitos",Profissional muito elogiado pelo cliente.,6.8,01001-000,12x36 Noite,Abreu - Unidade 3
VIG-10352,Mariah Pimenta,594.***.***-14,2027-03-10,"Transporte de Valores, Segurança Pessoal (VSPP)","Inteligência Emocional, Empatia, Atenção Concentrada, Discrição",Profissional muito elogiado pelo cliente.,7.9,04794-000,12x36 Dia,Gonçalves - Unidade 9
VIG-10353,Isabela Albuquerque,162.***.***-44,2027-01-09,Grandes Eventos,"Trabalho sob Pressão, Discrição, Resolução de Conflitos, Liderança de Equipe, Inteligência Emocional",Demonstra facilidade em lidar com público diverso.,7.2,01001-000,5x2 Comercial,Duarte - Unidade 6
VIG-10354,Sara Sousa,738.***.***-03,2027-06-27,Monitoramento de CFTV,"Perfil Analítico, Resolução de Conflitos, Comunicação Assertiva, Atenção Concentrada, Inteligência Emocional, Proatividade",Demonstra facilidade em lidar com público diverso.,8.8,02011-000,5x2 Comercial,Viana - Unidade 10
VIG-10355,Anthony Cavalcante,478.***.***-80,2027-03-30,"Grandes Eventos, Segurança Pessoal (VSPP), Escolta Armada","Perfil Analítico, Discrição",Possui postura exemplar e uniforme sempre impecável.,8.6,01415-000,12x36 Noite,Viana S.A. - Unidade 7
VIG-10356,Sra. Maria Julia Fernandes,925.***.***-95,2027-01-01,"Vigilância Patrimonial, Grandes Eventos, Segurança Pessoal (VSPP)","Atenção Concentrada, Trabalho sob Pressão, Inteligência Emocional, Proatividade",Profissional muito elogiado pelo cliente.,9.1,01310-100,5x2 Comercial,Vieira - Unidade 8
VIG-10357,Luiz Otávio Novaes,617.***.***-44,2027-09-30,Monitoramento de CFTV,"Discrição, Proatividade, Liderança de Equipe, Pontualidade Extrema, Comunicação Assertiva, Resolução de Conflitos",Possui postura exemplar e uniforme sempre impecável.,8.5,01415-000,12x36 Dia,Carvalho Machado - ME - Unidade 5
VIG-10358,Antonella Machado,567.***.***-28,2025-09-10,Escolta Armada,"Empatia, Resolução de Conflitos, Atenção Concentrada, Comunicação Assertiva, Trabalho sob Pressão",Demonstra facilidade em lidar com público diverso.,8.1,01013-001,12x36 Noite,Moura - Unidade 8
VIG-10359,Sra. Yasmin Mendes,865.***.***-02,2026-02-07,"Escolta Armada, Grandes Eventos, Vigilância Patrimonial","Trabalho sob Pressão, Liderança de Equipe, Atenção Concentrada",Possui postura exemplar e uniforme sempre impecável.,8.7,01013-001,12x36 Noite,Santos - Unidade 7
VIG-10360,Isaque Casa Grande,750.***.***-10,2025-11-11,"Transporte de Valores, Grandes Eventos","Pontualidade Extrema, Empatia, Liderança de Equipe, Trabalho sob Pressão, Perfil Analítico",Profissional muito elogiado pelo cliente.,8.8,01310-100,12x36 Noite,Porto - Unidade 2
VIG-10361,Emanuelly Ribeiro,850.***.***-49,2026-11-09,Grandes Eventos,"Trabalho sob Pressão, Resolução de Conflitos, Inteligência Emocional",Excelente pontualidade e assiduidade.,8.7,04794-000,12x36 Noite,Nogueira - EI - Unidade 4
VIG-10362,Maria Isis Ferreira,019.***.***-50,2025-05-18,"Vigilância Patrimonial, Grandes Eventos","Perfil Analítico, Proatividade, Pontualidade Extrema",Excelente pontualidade e assiduidade.,9.9,08410-000,12x36 Noite,Monteiro - Unidade 10
VIG-10363,Francisco Mendonça,056.***.***-93,2026-05-11,"Grandes Eventos, Vigilância Patrimonial","Resolução de Conflitos, Pontualidade Extrema, Comunicação Assertiva, Inteligência Emocional, Proatividade",Profissional muito elogiado pelo cliente.,8.5,01415-000,12x36 Noite,Sousa - Unidade 8
VIG-10364,João Gabriel Melo,072.***.***-26,2026-07-06,Segurança Pessoal (VSPP),"Liderança de Equipe, Empatia",Demonstra facilidade em lidar com público diverso.,9.5,01001-000,12x36 Noite,Cardoso - Unidade 5
VIG-10365,Thiago Gomes,170.***.***-52,2027-03-19,"Transporte de Valores, Vigilância Patrimonial","Discrição, Trabalho sob Pressão",Profissional muito elogiado pelo cliente.,9.9,04801-010,12x36 Dia,Carvalho - Unidade 6
VIG-10366,Rebeca Aparecida,693.***.***-00,2026-12-06,"Escolta Armada, Segurança Pessoal (VSPP)","Pontualidade Extrema, Perfil Analítico, Empatia, Inteligência Emocional, Resolução de Conflitos",Profissional muito elogiado pelo cliente.,8.6,04794-000,12x36 Dia,Fonseca Dias - ME - Unidade 2
VIG-10367,Sra. Júlia Nascimento,461.***.***-62,2026-12-29,"Vigilância Patrimonial, Escolta Armada","Discrição, Proatividade, Perfil Analítico, Liderança de Equipe, Resolução de Conflitos, Pontualidade Extrema",Profissional muito elogiado pelo cliente.,9.0,04794-000,5x2 Comercial,Montenegro Vieira - EI - Unidade 4
VIG-10368,Eduarda Ramos,840.***.***-04,2027-09-01,Escolta Armada,"Proatividade, Empatia, Comunicação Assertiva, Trabalho sob Pressão, Perfil Analítico, Resolução de Conflitos",Excelente pontualidade e assiduidade.,9.9,01310-100,12x36 Noite,Almeida S/A - Unidade 9
VIG-10369,Paulo Silva,412.***.***-03,2026-07-14,"Transporte de Valores, Escolta Armada, Segurança Pessoal (VSPP)","Atenção Concentrada, Empatia, Liderança de Equipe, Pontualidade Extrema, Resolução de Conflitos, Proatividade",Possui postura exemplar e uniforme sempre impecável.,9.7,04801-010,12x36 Dia,Vargas Ltda. - Unidade 6
VIG-10370,Isabella da Cunha,894.***.***-50,2027-01-25,Transporte de Valores,"Comunicação Assertiva, Pontualidade Extrema, Empatia",Profissional muito elogiado pelo cliente.,9.1,01013-001,12x36 Dia,Montenegro - Unidade 6
VIG-10371,Ravi Lucca Farias,750.***.***-61,2026-05-30,Transporte de Valores,"Perfil Analítico, Empatia",Excelente pontualidade e assiduidade.,6.9,01001-000,5x2 Comercial,Lima - Unidade 3
VIG-10372,Maria Sophia Jesus,190.***.***-86,2026-10-10,"Segurança Pessoal (VSPP), Grandes Eventos","Comunicação Assertiva, Atenção Concentrada, Discrição, Inteligência Emocional, Resolução de Conflitos",Possui postura exemplar e uniforme sempre impecável.,7.6,01001-000,5x2 Comercial,Garcia Teixeira S.A. - Unidade 4
VIG-10373,João Miguel Oliveira,940.***.***-75,2027-02-13,"Transporte de Valores, Monitoramento de CFTV","Atenção Concentrada, Perfil Analítico, Trabalho sob Pressão, Liderança de Equipe",Excelente pontualidade e assiduidade.,7.0,08410-000,12x36 Noite,Vasconcelos - EI - Unidade 4
VIG-10374,Luiz Henrique Fernandes,837.***.***-53,2027-06-12,"Vigilância Patrimonial, Grandes Eventos","Atenção Concentrada, Proatividade, Comunicação Assertiva, Liderança de Equipe",Profissional muito elogiado pelo cliente.,9.5,02011-000,12x36 Dia,Abreu Almeida S/A - Unidade 3
VIG-10375,Marcos Vinicius Oliveira,380.***.***-14,2026-11-05,"Vigilância Patrimonial, Segurança Pessoal (VSPP)","Pontualidade Extrema, Inteligência Emocional",Profissional muito elogiado pelo cliente.,9.8,01202-001,12x36 Noite,da Conceição - Unidade 3
VIG-10376,Maria Vitória Brito,782.***.***-49,2026-01-02,"Escolta Armada, Grandes Eventos, Vigilância Patrimonial","Perfil Analítico, Proatividade, Trabalho sob Pressão, Discrição, Pontualidade Extrema",Demonstra facilidade em lidar com público diverso.,9.7,01013-001,5x2 Comercial,da Paz - Unidade 8
VIG-10377,José Oliveira,739.***.***-10,2025-07-10,"Grandes Eventos, Transporte de Valores","Inteligência Emocional, Resolução de Conflitos, Liderança de Equipe, Empatia",Demonstra facilidade em lidar com público diverso.,7.6,01013-001,12x36 Noite,Azevedo - Unidade 9
VIG-10378,João Macedo,437.***.***-69,2028-03-04,"Monitoramento de CFTV, Vigilância Patrimonial","Discrição, Perfil Analítico, Empatia",Demonstra facilidade em lidar com público diverso.,7.6,01202-001,5x2 Comercial,Cardoso - Unidade 10
VIG-10379,Henrique Carvalho,106.***.***-57,2026-10-30,"Monitoramento de CFTV, Segurança Pessoal (VSPP), Escolta Armada","Perfil Analítico, Discrição, Proatividade, Liderança de Equipe, Comunicação Assertiva",Possui postura exemplar e uniforme sempre impecável.,8.1,04801-010,12x36 Noite,Ribeiro - Unidade 1
VIG-10380,Sara Dias,641.***.***-76,2026-04-21,"Transporte de Valores, Escolta Armada","Resolução de Conflitos, Perfil Analítico, Pontualidade Extrema, Trabalho sob Pressão",Profissional muito elogiado pelo cliente.,7.2,02011-000,12x36 Dia,Macedo - EI - Unidade 10
VIG-10381,Benjamin da Mota,054.***.***-07,2026-07-30,"Segurança Pessoal (VSPP), Transporte de Valores, Vigilância Patrimonial","Inteligência Emocional, Proatividade, Pontualidade Extrema",Demonstra facilidade em lidar com público diverso.,9.1,08410-000,12x36 Dia,Correia - EI - Unidade 6
VIG-10382,Hellena Sales,569.***.***-40,2027-09-25,"Escolta Armada, Vigilância Patrimonial, Transporte de Valores","Proatividade, Liderança de Equipe, Resolução de Conflitos, Perfil Analítico, Inteligência Emocional",Possui postura exemplar e uniforme sempre impecável.,9.1,01013-001,12x36 Noite,Almeida Fogaça S.A. - Unidade 1
VIG-10383,Lunna da Mota,240.***.***-70,2026-08-21,Monitoramento de CFTV,"Resolução de Conflitos, Discrição, Perfil Analítico, Atenção Concentrada, Comunicação Assertiva, Empatia",Possui postura exemplar e uniforme sempre impecável.,9.5,04794-000,12x36 Noite,Gomes Ribeiro S.A. - Unidade 4
VIG-10384,Sra. Allana da Cruz,740.***.***-92,2027-04-17,"Transporte de Valores, Segurança Pessoal (VSPP)","Comunicação Assertiva, Trabalho sob Pressão","Focado e observador, antecipa riscos no perímetro.",8.1,05407-002,12x36 Noite,Vieira Vargas - ME - Unidade 6
VIG-10385,Helena Jesus,258.***.***-30,2027-12-26,"Vigilância Patrimonial, Segurança Pessoal (VSPP)","Atenção Concentrada, Resolução de Conflitos, Empatia, Discrição, Liderança de Equipe, Perfil Analítico",Demonstra facilidade em lidar com público diverso.,7.8,05407-002,5x2 Comercial,Sampaio - Unidade 5
VIG-10386,Noah Fonseca,376.***.***-95,2027-12-19,"Transporte de Valores, Grandes Eventos, Escolta Armada","Inteligência Emocional, Proatividade",Excelente pontualidade e assiduidade.,9.0,04801-010,12x36 Dia,Monteiro - Unidade 5
VIG-10387,Emilly da Mota,146.***.***-60,2027-11-18,"Escolta Armada, Segurança Pessoal (VSPP)","Atenção Concentrada, Perfil Analítico",Demonstra facilidade em lidar com público diverso.,6.8,04801-010,12x36 Noite,Montenegro Cavalcanti - ME - Unidade 2
